"Zone" "Ward" "Area" "Location" "Street" "Cases" "importDate"
13 175 "Adyar" "K.B.Nagar" "Srinivasamoorthy Avenue" 1 2021-05-15
13 175 "Adyar" "Gandhi Nagar" "Gandhi Nagar 3rd  Mainroad" 1 2021-05-15
13 175 "Thiruvanmiyur" "Indira Nagar" "Indira Nagar 29th Cross St" 1 2021-05-15
13 175 "Adyar" "K.B.Nagar" "Kamaraj Avenue 2nd Street" 1 2021-05-15
13 175 "Adyar" "K.B.Nagar" "Kasthuribai Nagar 4th Main Road" 1 2021-05-15
13 175 "Adyar" "K.B.Nagar" "Bhakthavatchalam Nagar 2nd Street" 1 2021-05-15
13 175 "Thiruvanmiyur" "Indira Nagar" "18th Cross Street" 1 2021-05-15
13 175 "Adyar" "Indira Nagar" "Indira Nagar 4th Cross Street" 1 2021-05-15
13 175 "Adyar" "Indira Nagar" "Indira Nagar 1st Avenue" 1 2021-05-15
13 175 "Adyar" "Indira Nagar" "Iswarya Colony" 1 2021-05-15
13 176 "Adyar" "Sastri Nagar" "Sastri Nagar 2nd Cross Street" 2 2021-05-15
13 176 "Adyar" "Sastri Nagar" "1st Cross Street Sastri Nagar" 2 2021-05-15
13 176 "Adyar" "Sastri Nagar" "Sastri Nagar 9th Lane" 2 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "16th Cross Street" 1 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "Besant Nagar 6th Cross Street" 1 2021-05-15
13 176 "Adyar" "Karpagam Garden" "Karpagam Garden 2nd Main Road" 1 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "17th Cross Street" 1 2021-05-15
13 176 "Adyar" "Vannanthurai" "Ramasamy Garden" 1 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "Besant Nagar 26th Cross Street" 1 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "Besant Avenue Road" 1 2021-05-15
13 176 "Adyar" "Sastri Nagar" "Parameswari Nagar 3rd Street" 1 2021-05-15
13 176 "Adyar" "Sastri Nagar" "Sastri Nagar 1st Avenue" 1 2021-05-15
13 176 "Adyar" "Sastri Nagar" "Sastri Nagar 3rd Cross Street" 1 2021-05-15
13 176 "Adyar" "Karpagam Garden" "Karpagam Garden 1st  Cross Street" 1 2021-05-15
13 176 "Besant Nagar" "Besant Nagar" "Besant Nagar 9th Cross Street" 1 2021-05-15
13 177 "Velachery West" "Nehru Nagar" "Nehru Nagar  Anna Street" 2 2021-05-15
13 177 "Velachery West" "Velachery" "100 Feet Road" 2 2021-05-15
13 177 "Velachery West" "Andal Nagar" "Andal Nagar 4th  Cross Street" 2 2021-05-15
13 177 "Velachery West" "V.V. Colony" "V.V. Colony 4th Street" 2 2021-05-15
13 177 "Velachery West" "N.G.O.Colony" "N.G.O Colony 2nd Main Road" 2 2021-05-15
13 177 "Velachery West" "T.N.H.B. Colony" "T.N.H.B 11th Street" 1 2021-05-15
13 177 "Velachery West" "Brindavan Nagar" "Brindavan Nagar Main Road" 1 2021-05-15
13 177 "Velachery West" "Mohanapuri" "Mohanapuri 4th Street" 1 2021-05-15
13 177 "Velachery West" "T.N.H.B. Colony" "T.N.H.B 3rd  Main Road" 1 2021-05-15
13 177 "Velachery West" "Radha Nagar" "Radha Nagar Extn. 2nd  Street" 1 2021-05-15
13 177 "Velachery West" "Dr. Ambedkar Nagar" "Dr. Ambedkar Nagar 21st  Lane" 1 2021-05-15
13 177 "Velachery West" "Nethaji Colony" "Nethaji Colony 7th  Cross Street" 1 2021-05-15
13 177 "Velachery West" "Bashyam Layout" "Bashyam Layout Main Road" 1 2021-05-15
13 177 "Velachery West" "Krishnaraja Nagar" "Krishnaraja Nagar Extn. 2nd St" 1 2021-05-15
13 177 "Velachery West" "New. N.G.O. Colony" "N.N.G.O Colony 3rd Main Road" 1 2021-05-15
13 177 "Velachery West" "Dr. Ambedkar Nagar" "Dr. Ambedkar Nagar 59th  Lane" 1 2021-05-15
13 177 "Velachery West" "A.G.S. Colony" "A.G.S Colony 2nd Main Road" 1 2021-05-15
13 177 "Velachery West" "Sastri Nagar" "Sastri Nagar 3rd Street" 1 2021-05-15
13 177 "Velachery West" "Gangai Nagar" "Gangai Nagar 2nd Cross Street" 1 2021-05-15
13 177 "Velachery West" "Periyar Nagar" "Periyar Nagar 1st Main Road" 1 2021-05-15
13 177 "Velachery West" "Venkateshwara Nagar" "Venkateswara Nagar 3rd  Main Road Lane-I" 1 2021-05-15
13 177 "Velachery West" "Dr. Ambedkar Nagar" "Dr. Ambedkar Nagar 64th  Lane" 1 2021-05-15
13 177 "Velachery West" "Rajiv Gandhi Nagar" "Rajiv Nagar Bharathi Salai" 1 2021-05-15
13 177 "Velachery West" "Brindavan Nagar" "Brindavan Nagar Extn. 3rd St" 1 2021-05-15
13 177 "Velachery West" "Lakshmi Nagar" "Lakshmi Nagar 1st Cross Street" 1 2021-05-15
13 177 "Velachery West" "Andal Nagar" "Andal Nagar 3rd Main Road" 1 2021-05-15
13 177 "Velachery West" "M.G.R.Nagar" "M.G.R Nagar 2nd  Main Road" 1 2021-05-15
13 177 "Velachery West" "L.H. Nagar" "L.H. Nagar 1st Main Road" 1 2021-05-15
13 177 "Velachery West" "Nehru Nagar" "Nehru Nagar  Thiruvalluvar Street" 1 2021-05-15
13 177 "Velachery West" "Gangai Nagar" "Gangai Nagar 1st Main Road" 1 2021-05-15
13 177 "Velachery West" "Dr. Ambedkar Nagar" "Dr. Ambedkar Nagar 4th Main Road," 1 2021-05-15
13 177 "Velachery West" "Radha Nagar" "Radha Nagar Extn. Main Road" 1 2021-05-15
13 177 "Velachery West" "Lakshmi Nagar" "Lakshmi Nagar Main Road" 1 2021-05-15
13 177 "Velachery West" "Andal Nagar" "Andal Nagar 3rd  Cross Street" 1 2021-05-15
13 178 "Velachery East" "Gandhi Salai" "Throwpathiamman Koil 5th Street" 2 2021-05-15
13 178 "Velachery East" "Rajalakshmi Nagar" "Rajalakshmi Nagar 5th Cross Street" 2 2021-05-15
13 178 "Velachery East" "Ram Nagar" "Ram Nagar 1st Street" 2 2021-05-15
13 178 "Velachery East" "Ram Nagar" "Ram Nagar 8th Main Road" 2 2021-05-15
13 178 "Velachery East" "Lakshmipuram" "Lakshmipuram Main Road" 1 2021-05-15
13 178 "Velachery West" "Devi Karumari Amman Nagar" "Golden Avenue Main Road" 1 2021-05-15
13 178 "Velachery East" "Vijaya Nagar" "Vijaya Nagar 2nd Main Road" 1 2021-05-15
13 178 "Velachery East" "Ram Nagar" "Ram Nagar North Extn 1st Street" 1 2021-05-15
13 178 "Velachery West" "A.G.S. Colony" "A.G.S Colony 11th Cross Street Chockalingam Nagar" 1 2021-05-15
13 178 "Velachery East" "Vijaya Nagar" "Vijaya Nagar North Extn Ist Street" 1 2021-05-15
13 178 "Velachery East" "Vijaya Nagar" "Vijaya Nagar 6th Main Road" 1 2021-05-15
13 178 "Velachery East" "Ram Nagar" "Ram Nagar 6th Street" 1 2021-05-15
13 178 "Velachery East" "Ram Nagar" "Ram Nagar 5th Street" 1 2021-05-15
13 178 "Velachery East" "Gandhi Salai" "Throwpathiamman Koil 1st Street" 1 2021-05-15
13 178 "Velachery West" "A.G.S. Colony" "A.G.S. Colony 7th Main Road" 1 2021-05-15
13 178 "Velachery East" "Gandhi Salai" "Throwpathy Amman Koil Main Street" 1 2021-05-15
13 178 "Velachery East" "Padmavathi Nagar" "Padmavathi Nagar 1st Street" 1 2021-05-15
13 178 "Velachery West" "Devi Karumari Amman Nagar" "Devi Karumariamman Nagar Extn. Yamuna Street" 1 2021-05-15
13 178 "Velachery East" "Vijaya Nagar" "Vijaya Nagar 5th Cross St" 1 2021-05-15
13 178 "Velachery East" "Gandhi Salai" "Throwpathiamman Koil 2nd Street" 1 2021-05-15
13 178 "Velachery East" "Vijaya Nagar" "Vijaya Nagar 8th Main Road" 1 2021-05-15
13 178 "Velachery East" "Jeganathapuram" "Jeganathapuram Rajalakshmi Nagar 1st Main Road" 1 2021-05-15
13 178 "Velachery East" "Srinivasa Nagar" "Srinivasa Nagar 2nd Street" 1 2021-05-15
13 178 "Velachery West" "M.G.R.Nagar" "M.G.R Nagar 10th  Main Road" 1 2021-05-15
13 178 "Velachery West" "A.G.S. Colony" "A.G.S Colony 10th Cross Street" 1 2021-05-15
13 179 "Velachery East" "New Colony" "Ambika Street" 2 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 3rd Cross Street" 2 2021-05-15
13 179 "Velachery East" "Gandhi Salai" "Parasuraman Street" 2 2021-05-15
13 179 "Velachery East" "Gandhi Salai" "Dhandapani Street" 2 2021-05-15
13 179 "Velachery East" "Vgp Selva Nagar" "Vgp Selva Nagar 1st Main Road" 2 2021-05-15
13 179 "Velachery East" "Sachidhananda Nagar" "Sachidhanandham Nagar Main Road" 2 2021-05-15
13 179 "Velachery East" "Seshathiripuram" "Seshadripuram  Main Road" 2 2021-05-15
13 179 "Velachery East" "Vgp Selva Nagar" "Vgp Selva Nagar 2nd St Main Road" 1 2021-05-15
13 179 "Velachery East" "Lic Colony" "Lic Colony 1st Street" 1 2021-05-15
13 179 "Velachery East" "Bhuvaneswari Nagar" "Bhuvaneswari Nagar 2nd Main Road" 1 2021-05-15
13 179 "Velachery East" "Tansi Nagar" "Tansi Nagar 8th Street" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 4th Main Road" 1 2021-05-15
13 179 "Velachery East" "Tansi Nagar" "Tansi Nagar 17th Street" 1 2021-05-15
13 179 "Velachery East" "Seetharam Nagar" "Seetharam Nagar Main Road" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 3rd Main Road" 1 2021-05-15
13 179 "Velachery East" "Annai Indira Nagar" "Bharathi Street Annai Indira Nagar" 1 2021-05-15
13 179 "Velachery East" "Subramanian Colony" "Subramanian Colony" 1 2021-05-15
13 179 "Velachery East" "Spic Nagar" "Spic Nagar" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 6th Cross Street" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 5th Main Road" 1 2021-05-15
13 179 "Velachery East" "Baby Nagar" "Baby Nagar 1st Cross Street" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 6th Main Road" 1 2021-05-15
13 179 "Velachery East" "Dhandeeswarar Nagar" "Dhandeeswaram 5th Cross Street" 1 2021-05-15
13 180 "Thiruvanmiyur" "Thiruvanmiyur" "L B Road" 2 2021-05-15
13 180 "Taramani" "Thanthai Periyar Nagar" "Raniammal Street" 1 2021-05-15
13 180 "Taramani" "Bharathi Nagar" "Ponni Street" 1 2021-05-15
13 180 "Tharamani" "M.G.R.Nagar" "Periyar Street" 1 2021-05-15
13 180 "Thiruvanmiyur" "Kamaraj Nagar" "Ranganathapuram Road" 1 2021-05-15
13 180 "Tharamani" "Kanagam" "Periyar StreetKanagam" 1 2021-05-15
13 180 "Tharamani" "Tharamani" "Kattabomman Street" 1 2021-05-15
13 180 "Taramani" "Thanthai Periyar Nagar" "Kennady Street" 1 2021-05-15
13 180 "Taramani" "Bharathi Nagar" "Gothavari Street" 1 2021-05-15
13 180 "Taramani" "Mahatma Gandhi Nagar" "T.K. Kabali Street Thramani" 1 2021-05-15
13 180 "Taramani" "Thantahi Periyar Nagar" "Kambar Street" 1 2021-05-15
13 180 "Tharamani" "M G Nagar" "Anna Street M G Nagar" 1 2021-05-15
13 180 "Thiruvanmiyur" "Kamaraj Nagar" "Kamaraj Nagar 2nd W Street" 1 2021-05-15
13 180 "Tharamani" "Thanthai Periyar Nagar" "Thiruvalluvar 4th Cr.Street" 1 2021-05-15
13 180 "Taramani" "Thanthai Periyar Nagar" "Pillayar Koil Street" 1 2021-05-15
13 180 "Taramani" "Mahatma Gandhi Nagar" "Rajaji Street" 1 2021-05-15
13 180 "Tharamani" "M.G.R.Nagar" "Mariamman Koil Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Sivagami Puram1st Streetand4th Street" 2 2021-05-15
13 181 "Thiruvanmiyur" "Raja Srinivasa Nagar" "Raja Srinivasa Nagar 3rd Street" 2 2021-05-15
13 181 "Besant Nagar" "Kalashetra Colony" "Parvathi Street" 2 2021-05-15
13 181 "Besant Nagar" "Besant Nagar" "30th Cross Street" 2 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Vembuliamman Koil Street" 2 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Kalashethra Road" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Anna Street" 1 2021-05-15
13 181 "Besant Nagar" "Besant Nagar" "Anna Colony 2nd Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Lal Bahadur Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Valmiki Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "North Mada Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Laskhmipuram" "Gangai Amman Koil Street" 1 2021-05-15
13 181 "Besant Nagar" "Kalashetra Colony" "Arundel Beach Road" 1 2021-05-15
13 181 "Besant Nagar" "Kalachatra Colony" "Rukumani Road" 1 2021-05-15
13 181 "Besant Nagar" "Besant Nagar" "29th Cross Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Sri Ram Nagar" "Sri Ram Nagar Main Road" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "T.M.Maistry Street 1st Lane" 1 2021-05-15
13 181 "Thiruvanmiyur" "Kamaraj Nagar" "Kamarajar Nagar 1st East Street" 1 2021-05-15
13 181 "Besant Nagar" "Kalachatra Colony" "Pyendi Amman Koil Street" 1 2021-05-15
13 181 "Besant Nagar" "Kalashetra Colony" "Magalakshmi Koil Street" 1 2021-05-15
13 181 "Besant Nagar" "Tiger Varadhachary Road" "Ist Cross Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Balu Street" 1 2021-05-15
13 181 "Besant Nagar" "Kalakshetra Road" "Ashtalakshmi Garden 2nd Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Kamarajar Salai" "Raji Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Subramani Colony" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Jeevarathinam Street" 1 2021-05-15
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Thiruvanmiyur Kuppam Beach Road" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvanmiyur" "New Beach Road" 2 2021-05-15
13 182 "Thiruvanmiyur" "Valmiki Nagar" "Seaward 2nd Street" 2 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Kurinji,Mullai,Marutham 1st Street" 2 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvanmiyur" "Thiruveethi Amman Koil Street" 2 2021-05-15
13 182 "Thiruvanmiyur" "Kannappa Nagar" "Kannappa Nagar 1st Main Road" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvanmiyur" "Thiruveethi Amman Koil 2nd Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Journalist Colony" "Journalist Colony 2nd Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Kurinji,Mullai,Marutham 2nd Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Kannappa Nagar" "Kannappa Nagar 3rd Main Road" 1 2021-05-15
13 182 "Thiruvanmiyur" "Kannappa Nagar" "Kannappa Nagar 3rd Cross Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Srinivasapuram" "Srinivasapuram 2nd Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Kurinji,Mullai,Marutham 4th Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Kurinji,Mullai,Marutham 3rd Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar 43rd Cross Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvanmiyur" "Mettu Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar 23rd Cross Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "2nd Cross Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "P.T.C Colony" "P.T.C Colony 4th Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Valmiki Nagar" "Seaward 4th Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Aibea Nagar" "Devendra Nagar 4th Street" 1 2021-05-15
13 182 "Thiruvanmiyur" "Avvai Nagar" "Pandian Street" 1 2021-05-15
14 168 "Ullagaram" "Krishna Nagar" "GOPALA KRISHNA GOKULAE STREET" 2 2021-05-15
14 168 "Ullagaram" "ALEXS STREET" "ALEXS STREET" 2 2021-05-15
14 168 "Ullagaram" "Ullagaram" "MGR Street" 1 2021-05-15
14 168 "Ullagaram" "Gowri Colony" "2ND MAIN ROAD" 1 2021-05-15
14 168 "Ullagaram" "Gowri Colony" "PERIYAR STREET" 1 2021-05-15
14 168 "Ullagaram" "Lakshmi Nagar" "LAKSHMI NAGAR 10th STREET EXTN." 1 2021-05-15
14 168 "Ullagaram" "MANIMEGALAI STREET" "MANIMEGALAI STREET" 1 2021-05-15
14 168 "Ullagaram" "EPR Nagar" "E.P.R, NAGAR LAKSHMI GANAPATHI STREET" 1 2021-05-15
14 168 "Ullagaram" "DHROWBATHI AMMAN KOIL CROSS STREET (KRIS" "DHROWBATHI AMMAN KOIL CROSS STREET KRIS" 1 2021-05-15
14 168 "Ullagaram" "Krishna Nagar" "MANDAPAM LINK ROAD" 1 2021-05-15
14 168 "Ullagaram" "Ullagaram" "Balaji Avenue" 1 2021-05-15
14 168 "Ullagaram" "GANDHI STREET" "GANDHI STREET" 1 2021-05-15
14 168 "Ullagaram" "Krishna Nagar" "KRISHNA NAGAR GOKULAM STREET" 1 2021-05-15
14 168 "Ullagaram" "Balammal Nagar" "BALAMMAL NAGAR MAIN ROAD" 1 2021-05-15
14 168 "Ullagaram" "CHITRARASU STREET" "CHITRARASU STREET" 1 2021-05-15
14 168 "Ullagaram" "RAMALINGAM STREET" "RAMALINGAM STREET" 1 2021-05-15
14 168 "Ullagaram" "Narmadha Nagar" "KALIDAS STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Jayalakshmi Nagar" "JAYALAKSHMI NAGAR" 2 2021-05-15
14 169 "Puzhuthivakkam" "Ram Nagar" "RAM NAGAR NORTH 2ND STREET" 2 2021-05-15
14 169 "Puzhuthivakkam" "Ganesh Nagar" "GANESH NAGAR 5TH STREET" 2 2021-05-15
14 169 "Puzhuthivakkam" "Ram" "RAM NAGAR MAIN ROAD 9TH STREET" 2 2021-05-15
14 169 "Puzhuthivakkam" "Amman Nagar" "AMMAN NAGAR 3rd STREET" 2 2021-05-15
14 169 "Ullagaram" "Perumal Nagar" "PERUMAL NAGAR 3rd STREET" 2 2021-05-15
14 169 "Puzhuthivakkam" "Ramalinga Nagar" "RAMALINGA NAGAR MAIN ROAD" 2 2021-05-15
14 169 "Puzhuthivakkam" "MANDAVELI STREET" "MANDAVELI STREET" 2 2021-05-15
14 169 "Puzhuthivakkam" "Ram Nagar" "VIDHYA SURABI PALLI VEETHI" 1 2021-05-15
14 169 "Puzhuthivakkam" "Anni Therasa Nagar" "ANNAI THERASA NAGAR 7TH STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "EASWARAN KOIL STREET" "EASWARAN KOIL STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Bageerathi Nagar" "BAGEERATHI NAGAR VALLAL KUMANAN  STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Balaji Nagar" "PUZHUTHIVAKKAM VILLAGE ROAD" 1 2021-05-15
14 169 "Puzhuthivakkam" "KALAIMAGAL STREET" "KALAIMAGAL STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Venkatesan Nagar" "BHARATHI  STREET VENKATESAN NAGAR" 1 2021-05-15
14 169 "Puzhuthivakkam" "Ramalinga Nagar" "RAMALINGA NAGAR CHOCKANATHAN STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Balaji Nagar" "BALAJI NAGAR ENTRN" 1 2021-05-15
14 169 "Puzhuthivakkam" "SARASWATHY NAGAR" "SARASWATHY NAGAR EAST 5TH STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "SADASIVA NAGAR" "SADASIVA NAGAR 2nd  LINK STREET" 1 2021-05-15
14 169 "Ullagaram" "MEDAVAKKAM MAIN ROAD" "MEDAVAKKAM MAIN ROAD" 1 2021-05-15
14 169 "Puzhuthivakkam" "Muthu Nagar" "MUTHU MOHAMED STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Ram Nagar" "RAM NAGAR MAIN ROAD 11TH STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "BALASUNDARAM STREET" "BALASUNDARAM STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Ram Nagar" "RAM NAGAR MAIN ROAD 2ND STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Ram Nagar" "SIVASUBRAMANIAN STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "MAHALAKSHMI STREET" "MAHALAKSHMI STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Rajeswari Nagar" "RAJESWARI NAGAR 2nd CROSS STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Balaji Nagar" "G K AVENUE - 6th STREET" 1 2021-05-15
14 169 "Ullagaram" "BHARATHI  STREET" "Bharathiar Street" 1 2021-05-15
14 169 "Puzhuthivakkam" "Kanmalar Ponmalar Nagar" "GANAPATHY STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Anni Therasa Nagar" "ANNAI THERASA NAGAR 5TH STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Srinivasa Nagar" "SRINIVASA NAGAR, VIVEKANANDAR ST." 1 2021-05-15
14 169 "Puzhuthivakkam" "Annai Theresa Nagar" "ANNAI THERASA NAGAR -19th STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "JOTHIRAMALINGAM STREET" "JOTHIRAMALINGAM STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "Balaji Nagar" "BALAJI NAGAR EAST EXTN. 1ST 22ND STREET" 1 2021-05-15
14 169 "Puzhuthivakkam" "EVR Colony" "ANDAVAR STREET" 1 2021-05-15
14 183 "Kottivakkam" "Elango Nagar" "Elango Nagar Canal Road" 2 2021-05-15
14 183 "Kottivakkam" "OMR Road" "Kamarajar Main Road" 2 2021-05-15
14 183 "Kottivakkam" "Netco Colony" "Netco Colony" 2 2021-05-15
14 183 "Kottivakkam" "ELANGO NAGAR" "ELANGO NAGAR" 2 2021-05-15
14 183 "Kottivakkam" "Kuppam Main Road" "Kuppam Main Road" 1 2021-05-15
14 183 "Kottivakkam" "Kavery Nagar" "Kavery Nagar" 1 2021-05-15
14 183 "Kottivakkam" "VENKATESA PURAM" "Venkatesapuram Subramania Salai" 1 2021-05-15
14 183 "Kottivakkam" "OMR Road" "Naveen Tara Apartments" 1 2021-05-15
14 183 "Kottivakkam" "AGS Colony" "AGS Colony Cross Street" 1 2021-05-15
14 183 "Kottivakkam" "Sangam Colony" "Sangam Colony 3rd Street" 1 2021-05-15
14 183 "Kottivakkam" "Sangam Colony" "Vivegananthar 1st Cross Street" 1 2021-05-15
14 183 "Kottivakkam" "Nehru Nagar" "VENKATESHWARA COLONY" 1 2021-05-15
14 183 "Kottivakkam" "Swamynathan Nagar" "Swaminathan 6th Main Road" 1 2021-05-15
14 183 "Kottivakkam" "Swamynathan Nagar" "Ajantha avenue" 1 2021-05-15
14 183 "Kottivakkam" "Sangam Colony" "Kalathumettu 4CrossStreet" 1 2021-05-15
14 183 "Kottivakkam" "Netco Colony" "Netco Colony West Street" 1 2021-05-15
14 183 "Kottivakkam" "VENKATESHVARA NAGAR" "VENKATESHWARA NAGAR" 1 2021-05-15
14 183 "Kottivakkam" "Sri Venkateswara Nagar" "Sri Venkateswara Nagar 6th Street" 1 2021-05-15
14 185 "Palavakkam" "Canal zone" "Canal zone" 2 2021-05-15
14 185 "Palavakkam" "East Coast Road" "Sundaramoorthy street" 2 2021-05-15
14 185 "Palavakkam" "East Coast Road" "Panchayat  street" 2 2021-05-15
14 185 "Palavakkam" "East Coast Road" "Ambedkar  1st cross street" 2 2021-05-15
14 185 "Palavakkam" "Kandasamy Nagar" "Kandasamy Nagar 5th Cross Street" 1 2021-05-15
14 185 "Palavakkam" "Govindan nagar" "Govindan nagar 2nd cross street" 1 2021-05-15
14 185 "Palavakkam" "Periyar salai" "Gandhi nagar 4th cross street" 1 2021-05-15
14 185 "Palavakkam" "Palavakkam" "Karim Nagar Ist Cross Street" 1 2021-05-15
14 185 "Palavakkam" "Kandasamy Nagar" "Kandasamy Nagar 8th Cross Street" 1 2021-05-15
14 185 "Palavakkam" "Kandasamy Nagar" "Kandasamy nagar  7th street" 1 2021-05-15
14 185 "Palavakkam" "Krishna nagar" "Krishna Nagar Ist Cross Street" 1 2021-05-15
14 186 "Perungudi" "Rajiv Gandhi 3rd Cross Street" "Rajiv Gandhi 3rd Cross Street" 1 2021-05-15
14 186 "Perungudi" "Perungudi" "Kurinji Nagar 8th Cross Street" 1 2021-05-15
14 186 "Perungudi" "Rajiv Gandhi 4th Cross Street" "Rajiv Gandhi 4th Cross Street" 1 2021-05-15
14 186 "Perungudi" "Rajiv Nagar 3rd Cross Street" "Rajiv Nagar 3rd Cross Street" 1 2021-05-15
14 186 "Perungudi" "Elim Nagar 1st Main Salai" "Elim Nagar 1st Main Salai" 1 2021-05-15
14 187 "Madipakkam" "Iyaappa Nagar" "Iyaappa Nagar 9th Street" 1 2021-05-15
14 189 "Pallikaranai" "Om Sakthi Nagar" "Om Sakthi Nagar" 2 2021-05-15
14 189 "Pallikaranai" "Sengalaniyamman Koil Street" "Sengalaniyamman Koil Street" 2 2021-05-15
14 189 "Pallikaranai" "Thiru.V. Ka. Street" "Thiru.V. Ka. Street" 2 2021-05-15
14 189 "Pallikaranai" "Kamakotti Nagar" "Kamakotti Nagar 4th Street" 2 2021-05-15
14 189 "Pallikaranai" "Manogar Nagar" "Manogar Nagar 2nd Street" 2 2021-05-15
14 189 "Pallikaranai" "Pallikaranai" "Thullukkanathamman Koil Street" 2 2021-05-15
14 189 "Pallikaranai" "Sai Baba Nagar" "Sai baba Nagar 1st Cross Street" 2 2021-05-15
14 189 "Pallikaranai" "Venkateswaran Nagar" "Vengateswaran Nagar 1st Street" 1 2021-05-15
14 189 "Pallikaranai" "Ramalinga Adigalar Street Extent" "Ramalinga Adigalar Street Extent" 1 2021-05-15
14 189 "Pallikaranai" "Pallikaranai" "Muncip Colony" 1 2021-05-15
14 189 "Pallikaranai" "New Colony" "New Colony 1st  Cross Street" 1 2021-05-15
14 189 "Pallikaranai" "Pallikaranai" "Manimegalai 1st Street" 1 2021-05-15
14 189 "Pallikaranai" "Rajalaksmi Nagar" "Rajalaksmi Nagar 3rd Cross Street" 1 2021-05-15
14 189 "Pallikaranai" "Sabari Nagar" "Sabari Nagar" 1 2021-05-15
14 189 "Pallikaranai" "Kamakotti Nagar" "Kamakotti Nagar 2nd Street" 1 2021-05-15
14 189 "Pallikaranai" "Arumugam Nagar" "Arumugam Nagar 2nd Street" 1 2021-05-15
